State B,State B code,styear,StateB primary target?,Name,UNRES,Location,dispnum,RemoveCase,stday,stmon,endday,endmon,endyear,Ongoing,cumdurat,Era,Decade,PresName,Frontier War,Era2,US HiHost,US HighAct,dyadic hostility,dyadic HighAct,HihostB,HighActB,US Orig,originatA,originatB,sideaa,InterType,Objective,ObjectiveCode,ForeignReg,BuildReg,Empire,Territory,Policy,SocialProt,Economic,ProtOwn,Outcome,BattleFatUS,BattleFatB,BattleFat,BattleLevUS,BattleLevB,BattleLev,FatUS,FatB,Fatalities,fatlevUS,fatlevB,FatLev,MaxCost,MaxTroops,MaxNavy,MaxAir,MIP,Additions to MID,MID Dummy,IMI Dummy,MIPS Dummy,CRS Dummy,ACD Dummy,National Interest Index,contiguity,ContiguityDummy,War,US milex,US milper,US irst,US pec,US tpop,US upop,US CINC,State B milex,State B milper,State B irst,State B pec,State B tpop,State B upop,State B CINC,defense,neutrality,nonaggression,entente,AllianceDummy,Alliances (1-4),Colonial land,Colonial sea,Colonial contiguity,ColonialDummy,US imports,US exports,State B imports,State B exports,Trade flow1,Trade flow2,smoothflow1,smoothflow2,smoothtotrade,spike1,spike2,dip1,dip2,trdspike,tradedip,US democ,US autoc,US polity,US polity2,US durable,State B democ,State B autoc,State B polity,State B polity2,State B durable,US Dsource,US idp,US host,US hostChange,State B source,State B idp,State B host,US nGDP,US rGDP,US nGDP capita ,US rGDP capita,US rGDPCChange,US Recession,ideal1,ideal2,absidealdiff,s2un,s3un,agree2un,agree3un,jointvotes2,jointvotes3,PHYSINT,DISAP,KILL,POLPRIS,TORT,EMPINX,ASSN,FORMOV,DOMMOV,OLD_MOVE,SPEECH,ELECSD,OLD_RELFRE,RELFRE,WORKER,WECON,WOPOL,WOSOC,INJUD,UNRegN,UNRegT,UNSUBREG,SubRegT,SubRegN,OECDReg,PTS_A,PTS_S,US Defense Spending,ChildMort,LifeExp,StateBHC,StateBrGDP ,USHC,USunemp,USDeficit,USDecifitGDP,USDeficitCon,USDebtGDP,USExpGDP,USDExpGDP,USCapInv,DefOutlay%,DODOutlays$,DOSOutlays$,SDratioOutlays$,DODOutlays%,DOSOutlays%,SDratioOutlays%,DOD BA$,DOS BA$,SDratioBA$,DOD BA%,DOS BA%,SDratioBA%,SenateDem,HouseDem,PresidentDem,DemControl,RepControl,CongressDem,CongressRep,PresElectionYear,ViolentCrime,Murder,LegacyRape,Robbery,AggravatedAssault,PropertyCrime ,Burglary,LarcenyTheft,VehicleTheft,oil_prod,oil_price_2000,oil_price_nom,oil_value_nom,oil_value_2000,oil_value_2014,gas_prod,gas_price_2000_mboe,gas_price_2000,gas_price_nom,gas_value_nom,gas_value_2000,gas_value_2014,oilgas_value_nom,oilgas_value_2000,oilgas_value_2014,oil_exports,gas_exports,coup1,coup2,coup3,coup4,democracy,assconfid,poppreselec,regime,ttd,tta,stra,Oil Dummy,Population (in thousands),MilExp_Con,ExpShareGDP,Description
IDN,750,1832,1,First Sumatran Expedition,,750,,0,6,2,9,2,1832,0,3,1,,Jackson,0,2,4,19,4,19,4,19,0,0,1,0,1,Economic Protection,7,0,0,0,0,0,0,1,0,1,2,210,212,1,3,3,2,210,212,1,3,3,,480,1,0,1,1,0,0,0,1,0,0,0,0,0,1896,12,203,1154,13742,244,0.0445447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,9,23,,,,,,,,,,,,,1129,29057,82.55,2124.66,14.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Asia,62,Asia,35,sa,,,,44.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13676,,,Sumatra. February 6 to 9. A naval force landed and stormed a fort to punish natives of the town of Quallah Battoo for plundering the American ship Friendship.
ARG,160,1833,0 (unrest in Buenos Aires),Landing to Protect Foreign Interests During Unrest,,160,,0,31,10,15,11,1833,0,16,1,,Jackson,0,2,4,14,4,14,1,1,1,1,0,1,1,Economic Protection,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,43,2,0,1,1,0,0,0,1,0,0,0,0,0,2445,13,220,1348,14162,268,0.0481381,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,9,24,-88,-88,-88,-5,0,,,,,,,,1158,29951,82.21,2126.33,0.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,5,Central & S. America,14,lac,,,,40.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14086,,,October 31 to November 15. A force was sent ashore at Buenos Aires to protect the interests of the United States and other countries during an insurrection.
COL,100,1834,,,,,1524,1,,2,,8,1834,0,212,1,,Jackson,0,2,1,1,4,17,4,17,1,1,1,0,,,,,,,,,,,,7,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,1,0,0,0,2073,13,240,1291,14582,295,0.0477735,-9,3,0,0,1655,0,0.0014364,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,25,4,2,2,2,2,,,,,,,,1219,30455,84.05,2099.8,-1.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,5,Central & S. America,14,lac,,,,41.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14504,,,"Colombia seized US schooner Andrew Jackson.  Ship seized off the coast of Columbia and taken to Cartagena. Inferior court ruled in favor of seizure, overturned by appellate court."
FRN,220,1835,,,,,301,1,,11,,12,1835,0,61,1,,Jackson,0,2,3,10,3,10,3,7,1,1,1,0,,,,,,,,,,,,3,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,0,0,0,0,2001,14,260,1650,15003,324,0.04852,11823,289,295,3282,33260,1163,0.1364132,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,9,26,3,4,-1,-1,5,,,,,,,,1340,32071,89.83,2149.99,2.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Europe,155,W. & N. Europe,154,eca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14917,,,"United States sought damages for several American merchant ships seized during French Revolution.  After French refused to pay, United States began naval preparations.  "
MEX,70,1835,1,Ingham Incident,,70,1556,0,14,6,14,6,1835,0,1,1,,Jackson,0,2,3,8,4,17,4,17,0,0,1,0,1,Economic Protection; Social Protection; Protect own Military and/or Diplomatic Interests,6; 7; 8,0,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,22,1,0,1,0,1,0,0,0,0,2,1,1,0,2012,19,330,2159,16684,471,0.0508006,-9,25,0,3,6948,144,0.0094783,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,30,1,4,-3,-3,4,,,,,,,,1661,35593,99.72,2136.95,-0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16656,,,Tensions between the United States and Mexico were high over California and Texas tensions.  Countries went into negotiations.
PER,135,1835,0,Protection of the American Consulate in in Callao and Lima ,,135,,0,10,12,7,12,1836,0,362,1,,Jackson,0,2,3,7,3,7,1,1,0,0,0,0,1,Maintain Empire; Social Protection & Order; Protect own Military and/or Diplomatic Interests,3; 6; 8,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,1,0,1,0,0,1,0,0,0,0,0,2001,14,260,1650,15003,324,0.04852,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,9,26,1,4,-3,-3,0,,,,,,,,1340,32071,89.83,2149.99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,5,Central & S. America,14,lac,,,,37.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14917,,,"December 10, 1835, to January 24, 1836, and August 31 to December 7, 1836. Marines protected American interests in Callao and Lima during an attempted revolution."
MEX,70,1836,,General Gaines in Nacogdoches,,70,1555,0,4,4,18,12,1836,0,258,1,,Jackson,0,2,4,16,4,17,4,17,1,1,0,1,1,Acquire/Defend Territory; Social Protection & Order; Economic Protection,4;6;7,0,0,0,1,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,1,0,1,0,0,0,0,2,1,1,0,2571,17,280,1807,15423,356,0.050953,-9,25,0,1,6729,138,0.0094143,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,27,1,4,-3,-3,1,,,,,,,,1479,33021,96.41,2152.58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15340,,,"During Texas war for independence, President Andrew Jackson dispatched an American force led by General E.P. Gaines to Natchitoches, Louisiana, to prevent any incursions by Texas, Mexico, or Indians into American territory.  "
MEX,70,1836,1,General Urrea Incident,,70,1554,0,,12,16,5,1837,0,180,1,,Jackson,0,2,3,8,4,17,4,17,0,0,1,0,1,"Maintain Empire, Economic Protection",3;7,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,0,1,0,1,0,0,0,0,2,1,1,0,2571,17,280,1807,15423,356,0.050953,-9,25,0,1,6729,138,0.0094143,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,27,1,4,-3,-3,1,,,,,,,,1479,33021,96.41,2152.58,0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15340,,,"After Texas insurrection, several diplomatic incidents involving Mexico and United States Navy followed for next few years.  "
UKG,200,1837,0,The Caroline Affair,,,38,1,29,12,29,12,1838,0,1,1,,Van Buren,0,2,3,7,4,19,4,19,1,1,1,0,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,2,4,1,0,3121,22,290,2027,15843,391,0.0535364,8448,143,1030,36676,25651,3346,0.3007947,,,,,,,3,2,5,1,,,,,,,,,,,,,,,,9,0,9,9,28,6,3,3,3,0,,,,,,,,1554,33323,98.42,2110.38,-1.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,N. America,21,n. america,21,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15790,,,"Canadian troops seized and burned the Caroline, an American ship that was being used to supply Candian rebels who had taken refuge on an island in the Niagara River.  American troops were moved to the border in response.  "
IDN,750,1838,1,Second Sumatran Expedition,,750,,0,23,12,3,1,1839,0,9,1,,Van Buren,0,2,4,19,4,19,4,19,0,0,1,0,1,Economic Protection,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,2,0,1,1,0,0,0,1,0,0,0,0,0,3083,18,310,1922,16264,429,0.0532727,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,9,29,,,,,,,,,,,,,1598,34702,98.5,2138.9,1.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Asia,62,Asia,35,sa,,,,44.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16224,,,"Sumatra. December 24, 1838, to January 4, 1839. A naval force landed to punish natives of the towns of Quallah Battoo and Muckie (Mukki) for depredations on American shipping."
MEX,70,1838,,,,,1553,1,,4,,4,1838,0,30,1,,Van Buren,0,2,1,1,4,19,4,19,1,1,1,0,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,2,1,1,0,3083,18,310,1922,16264,429,0.0532727,-9,25,0,1,6875,142,0.0096588,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,29,1,4,-3,-3,3,,,,,,,,1598,34702,98.5,2138.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16224,,,"Mexico built up forces in Matamoras, Mexico to invade Texas.  In response, United States warships moved to the mouth of the Rio Grande which Mexico declared to be an invasion.  "
UKG,200,1839,1,Aroostook War (Pork and Beans War),,20,15,0,15,2,21,3,1839,0,34,1,,Van Buren,0,2,3,7,3,7,3,7,1,1,1,1,1,Acquire/Defend Territory,4,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,1,0,1,0,0,0,0,2,4,1,0,2012,19,330,2159,16684,471,0.0508006,9737,159,1250,39345,26199,3531,0.3093704,,,,,,,3,2,5,1,,,,,,,,,,,,,,,,9,0,9,9,30,6,3,3,3,2,,,,,,,,1661,35593,99.72,2136.95,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,N. America,21,N. America,21,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16656,,,"This is the Aroostook War between United States and British in Canada.  Though a bloodless confrontation, tensions were high and troops were mobilized.  Boundry between United States and British Canadian provinces of New Brunswick and Quebec were at heart of dispute.  "
FIJ,950,1840,1,Fiji punitive expedition,,950,,0,12,7,26,7,1840,0,14,1,,Van Buren,0,2,4,19,4,19,4,19,0,0,1,0,1,Maintain Empire; Economic Protection; Protect Military/Diplomatic interests,3; 7; 8,0,0,1,0,0,0,1,1,1,2,7,9,1,1,1,2,7,9,1,1,1,,,6,0,1,1,0,0,0,1,0,1,0,0,0,2755,22,291,2244,17120,518,0.04955,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,31,,,,,,,,,,,,,1574,35691,91.94,2084.73,-2.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Oceania,54,Oceania,9,eap,,,,49.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17120,,,Fiji Islands. July. Naval forces landed to punish natives for attacking American exploring and surveying parties.
KIR,946,1841,1,Battle of Drummond's Island,,946,NA,0,6,4,9,4,1841,0,4,1,,Van Buren,0,2,4,19,4,19,4,19,1,1,0,0,1,Humanitarian Intervention,6.2,0,0,0,0,0,1,0,0,0,1,12,13,1,1,1,1,12,13,1,1,1,,80,2,0,1,1,0,0,0,1,0,0,0,0,0,3042,21,290,2374,17733,562,0.0508649,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,9,32,,,,,,,,,,,,,1652,36490,93.8,2071.86,-0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Oceania,61,Oceania,9,eap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17612,,,"A naval party landed to avenge the murder of Navy Seaman John Anderson by the native warriors in Drummond Island, Kiribati"
WSM,990,1841,1,Retaliation for treaty abrogation,,990,,0,24,2,24,2,1841,0,1,1,,Van Buren,0,2,4,19,4,19,2,2,1,1,0,1,1,Maintain Empire; Economic Protection; Protect Military/Diplomatic interests,3; 7; 8,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,,70,2,0,1,1,0,0,0,1,0,0,0,0,0,3042,21,290,2374,17733,562,0.0508649,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,9,32,,,,,,,,,,,,,1652,36490,93.8,2071.86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Oceania,61,Oceania,9,eap,,,,39.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17612,,,Samoa. February 24. A naval party landed and burned towns after the murder of an American sailor on Upolu Island. This was the second engagement with islanders of the Pacific Ocean during the United States Exploring Expedition.
MEX,70,1842,1,Capture of Monterey,,70,2116,0,19,10,21,10,1842,0,3,1,,Tyler,0,2,4,17,4,17,1,1,1,1,0,1,1,Acquire/Defend Territory,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,150,3,0,1,0,1,0,0,0,0,2,1,1,0,3011,23,219,2643,18345,610,0.0493011,-9,20,0,8,7125,151,0.0087672,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,33,1,4,-3,-3,7,,,,,,,,1618,37656,89.27,2077.7,0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18124,,,"Commodore Jones, American, falsely believed Mexico planning to cede California to Great Britain.  Took three vessels to Monterey and demanded surrender of Monterey fort, hoisted Americna flag over the castle.  Upon discovering the error, he returned control of the fort to Mexico."
CHN,710,1843,0 (fear of unrest),Landing to Protect Americans in Canton,,710,,0,,6,,6,1843,0,,1,,Tyler,0,2,4,14,4,14,1,1,1,1,0,0,1,Economic Protection,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,1,1,,60,1,0,1,1,0,0,0,1,0,1,0,0,0,1364,21,320,2967,18957,662,0.0510815,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,34,1,7,-6,-6,,,,,,,,,1568,39522,84.12,2120.16,2.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Asia,30,Asia,35,eap,,,,41.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18641,,,Sailors and marines from the USS St. Louis were landed after a clash between Americans and Chinese at the trading post in Canton (now Guangzhong).
MEX,70,1843,DUPLICATE OF 1846 MEX (MEX-AM WAR),,,,1552,1,23,8,2,2,1848,0,131,1,,Tyler,0,2,3,14,3,14,3,14,1,1,1,1,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,1,0,2,1,1,0,1364,21,320,2967,18957,662,0.0510815,-9,20,0,8,7193,153,0.0086916,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,34,1,4,-3,-3,8,,,,,,,,1568,39522,84.12,2120.16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18641,,,"Mexican-American War fought over territories that now comprise the current American states of California, Texas, New Mexico, and Arizona.  Americans initially reticent to commit large numbers of military personnel, but had soon overpowered Mexican forces.  "
MEX,70,1846,1,Mexican-American War,,70,1552,0,25,4,2,2,1848,0,648,1,,Polk,0,2,5,22,5,22,5,22,1,1,1,1,1,Acquire/Defend Territory,4,0,0,0,1,0,0,0,0,1,1733,5000,6733,6,6,6,13283,9000,22283,6,6,6,,78718,66,0,1,1,0,0,0,1,0,2,1,1,1,9506,39,777,4863,20794,846,0.0827573,5283,20,0,12,7403,161,0.0179395,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,10,0,10,10,37,-66,-66,-66,,0,,,,,,,,2065,48020,101.66,2364.03,11.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20313,,,"Mexican War. On May 13, 1846, the United States recognized the existence of a state of war with Mexico. After the annexation of Texas in 1845, the United States and Mexico failed to resolve a boundary dispute, and U.S. President James K. Polk said that it was necessary to deploy forces in Mexico to meet a threatened invasion."
UKG,200,1846,DELETED,,,,373,1,,1,8,6,1846,0,159,1,,Polk,0,2,1,1,3,8,3,8,1,1,1,0,,,,,,,,,,,,6,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,2,4,1,0,9506,39,777,4863,20794,846,0.0827573,13117,191,2210,50672,28002,4154,0.3028882,,,,,,,2,2,4,1,,,,,,,,,,,,,,,,10,0,10,10,37,6,3,3,3,9,,,,,,,,2065,48020,101.66,2364.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,N. America,21,n. america,21,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20313,,,"America push into Oregon Territory controlled by British Empire.  Neither sides in a position to fight, issue was turned over to international negotiation.  "
TUR,640,1849,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,70,1850,,,,,1551,1,,11,25,1,1851,0,61,1,,Fillmore,0,2,2,4,2,4,1,1,1,1,1,1,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,2,1,1,0,4302,21,572,7607,23261,1174,0.0724712,-9,23,0,19,7648,171,0.0085846,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,41,1,4,-3,-3,1,,,,,,,,2581,56252,110.96,2418.31,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23261,,,"United States entered into treaty negotiations with Mexico on tariffs and security for a proposed trade route.  Mexico objected to provisions, US threatened to send troops regardless but eventually relented.  "
SPN,230,1850,1,The Cardenas Expedition,,40,1566,0,7,5,16,11,1850,0,193,1,,Fillmore,0,2,3,8,4,17,4,17,0,0,0,0,1,Protect own military/diplomatic interests,8,0,0,0,0,0,0,0,1,5,0,10,36,0,1,2,0,10,36,0,0,0,,0,3,0,1,0,1,0,0,0,0,2,4,1,0,4302,21,572,7607,23261,1174,0.0724712,3931,117,38,246,14305,575,0.0307988,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,9,0,9,9,41,2,4,-2,-2,13,,,,,,,,2581,56252,110.96,2418.31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Latin America & Caribbean,13,Central & S. America,14,lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23261,,,"50 Americans left on Cuba after raid launched by Spanish general failed.  US Secretary of State urged for war but President opted for diplomatic solution.  However, US sent a warship to region to underscore gravity of situation.   "
Johanns Isl.,N/A,1851,1,Freeing US merchant ship,,,,0,5,8,29,8,1851,0,24,1,,Fillmore,0,2,4,19,4,19,4,17,0,0,1,0,1,Economic Protection,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3525,21,420,9438,24086,1273,0.0677073,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,9,42,,,,,,,,,,,,,2724,60780,113.05,2522.5,4.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Africa,14,Sub-Saharan Africa,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24095,,,Johanns Island (east of Africa). August. Forces from the U.S. sloop of war USS Dale exacted redress for the unlawful imprisonment of the captain of an American whaling brig
TUR,640,1851,1,Jaffa Massacre Deployment,,666,,0,,1,,1,1851,0,30,1,,Fillmore,0,2,3,8,3,8,1,1,1,0,1,0,1,Social Protection; Protect own Military/Diplomatic interests,6; 8,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,0,1,1,0,0,0,1,0,0,0,0,0,3525,21,420,9438,24086,1273,0.0677073,3340,150,0,11,36575,1146,0.047949,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,9,42,0,10,-10,-10,,,,,,,,,2724,60780,113.05,2522.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Asia,145,Middle East,5,eca,,,,37.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24095,,,"Turkey. After a massacre of foreigners (including Americans) at Jaffa in January, a demonstration by the Mediterranean Squadron was ordered along the Turkish (Levant) coast."
ARG,160,1852,0 (fear of riots),Buenos Aires Protection,,160,,0,3,2,15,4,1853,0,437,1,,Fillmore,0,2,4,14,4,14,2,2,1,1,0,1,2,Economic Protection; Protect own Military and/or Diplomatic Interests,7; 8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,100,5,0,1,1,0,0,0,1,0,0,0,0,0,4226,21,508,10270,24911,1380,0.0718738,-9,7,0,65,1006,115,0.0027388,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,9,43,-88,-88,-88,-4,0,,,,,,,,3066,67799,122.64,2712.06,7.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,5,Central & S. America,14,lac,,,,40.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24999,,,"Argentina. February 3 to 12, 1852; September 17, 1852, to April 1853. Marines were landed and maintained in Buenos Aires to protect American interests during a revolution."
